,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
131,D1_2,+,131,0,6270,904,1862,17,0.5497307000894653,7.5,7.5,2,2,"LINESTRING(17.466763707686273 49.37715931129629,17.466772630658504 49.37712074505575,17.46678296959793 49.37707028359744)"
132,D1_2,+,132,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46678296959793 49.37707028359744,17.466801229336365 49.37698116271206)"
133,D1_2,+,133,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466801229336365 49.37698116271206,17.466819489014558 49.37689204182358)"
134,D1_2,+,134,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466819489014558 49.37689204182358,17.466837748632507 49.37680292093199)"
135,D1_2,+,135,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466837748632507 49.37680292093199,17.46685600819022 49.376713800037315)"
136,D1_2,+,136,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46685600819022 49.376713800037315,17.466874267687686 49.37662467913953)"
137,D1_2,+,137,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466874267687686 49.37662467913953,17.466892527124912 49.37653555823865)"
138,D1_2,+,138,0,6270,904,1862,17,0.581144841934155,7.5,7.5,2,2,"LINESTRING(17.466892527124912 49.37653555823865,17.46690097313243 49.376494334753815,17.466909400432325 49.376446324944276)"
139,D1_2,+,139,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466909400432325 49.376446324944276,17.466925080749284 49.37635699491715)"
140,D1_2,+,140,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466925080749284 49.37635699491715,17.466940761015262 49.37626766488753)"
141,D1_2,+,141,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466940761015262 49.37626766488753,17.46695644123026 49.37617833485541)"
142,D1_2,+,142,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46695644123026 49.37617833485541,17.46697212139427 49.376089004820805)"
143,D1_2,+,143,1,6270,904,1862,17,0.21674547913068157,7.5,7.5,2,2,"LINESTRING(17.46697212139427 49.376089004820805,17.46698373138705 49.37602286239939,17.466987283547468 49.375999638516156)"
144,D1_2,+,144,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.466987283547468 49.375999638516156,17.467000968179384 49.37591016875645)"
145,D1_2,+,145,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467000968179384 49.37591016875645,17.46701465276752 49.37582069899464)"
146,D1_2,+,146,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46701465276752 49.37582069899464,17.467028337311874 49.37573122923073)"
147,D1_2,+,147,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467028337311874 49.37573122923073,17.467042021812443 49.375641759464706)"
148,D1_2,+,148,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467042021812443 49.375641759464706,17.467055706269235 49.37555228969658)"
149,D1_2,+,149,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467055706269235 49.37555228969658,17.467069390682244 49.375462819926376)"
150,D1_2,+,150,0,6270,904,1862,17,0.07557232027574223,7.5,7.5,2,2,"LINESTRING(17.467069390682244 49.375462819926376,17.46708204901433 49.37538005849732,17.46708289416506 49.37537333940663)"
151,D1_2,+,151,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46708289416506 49.37537333940663,17.467094165996933 49.375283726293034)"
152,D1_2,+,152,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467094165996933 49.375283726293034,17.467105437793766 49.37519411317773)"
153,D1_2,+,153,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467105437793766 49.37519411317773,17.467116709555558 49.37510450006069)"
154,D1_2,+,154,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467116709555558 49.37510450006069,17.467127981282307 49.37501488694194)"
155,D1_2,+,155,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.467127981282307 49.37501488694194,17.467139252974015 49.374925273821454)"
156,D1_2,+,156,0,6270,904,1862,17,0.4947790435575296,7.5,7.5,2,2,"LINESTRING(17.467139252974015 49.374925273821454,17.467144251301495 49.374885535621964,17.46714933878888 49.37483560314774)"
157,D1_2,+,157,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46714933878888 49.37483560314774,17.46715847974682 49.37474588661788)"
158,D1_2,+,158,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46715847974682 49.37474588661788,17.46716762067747 49.37465617008654)"
159,D1_2,+,159,0,6270,904,1862,17,0.0,7.5,7.5,2,2,"LINESTRING(17.46716762067747 49.37465617008654,17.467176761580816 49.37456645355376)"
