,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
18,D1_1,-,18,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.552921284703627 50.00777080916611,14.553055923211911 50.00774714716482)"
19,D1_1,-,19,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.553055923211911 50.00774714716482,14.553190561588938 50.00772348500685)"
20,D1_1,-,20,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.553190561588938 50.00772348500685,14.553325199834708 50.0076998226922)"
21,D1_1,-,21,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.553325199834708 50.0076998226922,14.553459837949221 50.00767616022088)"
22,D1_1,-,22,0,42412,3752,7020,302,-0.007858479221738435,11.0,11.0,3,3,"LINESTRING(14.553459837949221 50.00767616022088,14.553591702879395 50.00765298495883,14.55359448090686 50.00765250950485)"
23,D1_1,-,23,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.55359448090686 50.00765250950485,14.553729360277806 50.00762942507178)"
24,D1_1,-,24,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.553729360277806 50.00762942507178,14.5538642395205 50.007606340481466)"
25,D1_1,-,25,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.5538642395205 50.007606340481466,14.553999118634941 50.00758325573396)"
26,D1_1,-,26,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.553999118634941 50.00758325573396,14.554133997621125 50.00756017082921)"
27,D1_1,-,27,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.554133997621125 50.00756017082921,14.554268876479055 50.007537085767254)"
28,D1_1,-,28,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.554268876479055 50.007537085767254,14.554403755208728 50.00751400054807)"
29,D1_1,-,29,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.554403755208728 50.00751400054807,14.554538633810141 50.00749091517167)"
